Código da IES;Nome da IES;Sigla da IES;Org. Acadêmica;Categ. Administrativa;UF da IES;Nº de Cursos com CPC no Triênio;alfa (Proporção de Graduandos);Conceito médio da Graduação;beta (Proporção de Mestrandos - Equivalente);Conceito Médio do Mestrado;gama (Proporção de Doutorandos - Equivalente);Conceito Médio do doutorado;IGC (Contínuo);IGC (Faixa)
2035;UNIÃO LATINO-AMERICANA DE TECNOLOGIA;ULT;Faculdade;Privada Com Fins Lucrativos;PR;2;1;2,560445547;0;0;0;0;2,560445547;3
2036;Faculdade Estácio do Pará - Estácio FAP;ESTÁCIO FAP;Faculdade;Privada Com Fins Lucrativos;PA;9;1;3,206086151;0;0;0;0;3,206086151;4
2037;FACULDADE UNIME DE CIÊNCIAS EXATAS E TECNOLÓGICAS;FCT;Faculdade;Privada Com Fins Lucrativos;BA;6;1;3,150715101;0;0;0;0;3,150715101;4
2039;FACULDADE CIDADE LUZ;FACILUZ;Faculdade;Privada Com Fins Lucrativos;SP;1;1;1,957709817;0;0;0;0;1,957709817;3
2040;FACULDADE DO FUTURO;FAF;Faculdade;Privada Com Fins Lucrativos;MG;2;1;2,514493206;0;0;0;0;2,514493206;3
2041;FACULDADE SUDAMÉRICA;SUDAMÉRICA;Faculdade;Privada Sem Fins Lucrativos;MG;4;1;2,674698327;0;0;0;0;2,674698327;3
2042;FACULDADE FIGUEIREDO COSTA - FIC;;Faculdade;Privada Com Fins Lucrativos;AL;3;1;2,741810633;0;0;0;0;2,741810633;3
2043;FACULDADE VALE DO SALGADO;FVS;Faculdade;Privada Com Fins Lucrativos;CE;5;1;3,303070344;0;0;0;0;3,303070344;4
2045;FACULDADE AMADEUS;FAMA;Faculdade;Privada Com Fins Lucrativos;SE;3;1;2,81980975;0;0;0;0;2,81980975;3
2049;INSTITUTO DE ESTUDOS SUPERIORES DO MARANHÃO;IESMA;Faculdade;Privada Sem Fins Lucrativos;MA;2;1;2,135749141;0;0;0;0;2,135749141;3
2056;FACULDADE DA ALTA PAULISTA;FAP;Faculdade;Privada Com Fins Lucrativos;SP;3;1;2,468268492;0;0;0;0;2,468268492;3
2058;FACULDADE METROPOLITANA;UNNESA;Faculdade;Privada Com Fins Lucrativos;RO;3;1;2,780147528;0;0;0;0;2,780147528;3
2067;FACULDADE DE CIÊNCIAS E EMPREENDEDORISMO;FACEMP;Faculdade;Privada Com Fins Lucrativos;BA;5;1;2,461913848;0;0;0;0;2,461913848;3
2069;FACULDADE DE TEOLOGIA E CIÊNCIAS HUMANAS;FATECH;Faculdade;Privada Sem Fins Lucrativos;AP;1;1;2,069476998;0;0;0;0;2,069476998;3
2072;FACULDADE DE DESENVOLVIMENTO SUSTENTÁVEL DE CRUZEIRO DO SUL;IEVAL;Faculdade;Privada Sem Fins Lucrativos;AC;2;1;2,45277927;0;0;0;0;2,45277927;3
2075;INSTITUTO DE ENSINO SUPERIOR DE ALAGOAS;IESA;Faculdade;Privada Sem Fins Lucrativos;AL;4;1;1,871296043;0;0;0;0;1,871296043;2
2076;Centro Universitário Regional do Brasil;;Centro Universitário;Privada Com Fins Lucrativos;BA;22;1;2,456657206;0;0;0;0;2,456657206;3
2079;FACULDADE DE ITAITUBA;FAI;Faculdade;Privada Com Fins Lucrativos;PA;6;1;2,285481105;0;0;0;0;2,285481105;3
2082;FACULDADE DE CIÊNCIAS MÉDICAS DA PARAÍBA;FCM-PB;Faculdade;Privada Com Fins Lucrativos;PB;4;1;3,009104575;0;0;0;0;3,009104575;4
2084;FACULDADE CENECISTA DE NOVA PETRÓPOLIS;FACENP;Faculdade;Privada Sem Fins Lucrativos;RS;2;1;1,930820792;0;0;0;0;1,930820792;2
2085;INSTITUTO BAIANO DE ENSINO SUPERIOR;IBES;Faculdade;Privada Sem Fins Lucrativos;BA;5;1;2,257274758;0;0;0;0;2,257274758;3
2086;INSTITUTO DE ENSINO SUPERIOR DE FOZ DO IGUAÇU;IESFI;Faculdade;Privada Com Fins Lucrativos;PR;6;1;2,619056886;0;0;0;0;2,619056886;3
2096;Faculdade Doctum de Manhuaçu;DOCTUM;Faculdade;Privada Sem Fins Lucrativos;MG;1;1;3,112732983;0;0;0;0;3,112732983;4
2098;FACULDADE EXCELÊNCIA;FAEX;Faculdade;Privada Sem Fins Lucrativos;CE;4;1;1,70116393;0;0;0;0;1,70116393;2
2102;FACULDADE DE AURIFLAMA;FAU;Faculdade;Privada Com Fins Lucrativos;SP;3;1;2,287746275;0;0;0;0;2,287746275;3
2111;CENTRO UNIVERSITÁRIO INTA;UNINTA;Centro Universitário;Privada Sem Fins Lucrativos;CE;11;0,995346776;2,814067178;0,004653224;4;0;0;2,819585589;3
2113;FACULDADE DOM BOSCO DE PORTO ALEGRE;FDB;Faculdade;Privada Sem Fins Lucrativos;RS;5;1;3,028602428;0;0;0;0;3,028602428;4
2117;FACULDADE DE CIÊNCIA E TECNOLOGIA;FACITEC;Faculdade;Privada Com Fins Lucrativos;PR;4;1;2,005222618;0;0;0;0;2,005222618;3
2122;Estácio FASE - Faculdade Estácio de Sergipe;Estácio FASE;Faculdade;Privada Com Fins Lucrativos;SE;12;1;2,654563451;0;0;0;0;2,654563451;3
2123;FACULDADE MAX PLANCK;FMP;Faculdade;Privada Com Fins Lucrativos;SP;15;1;2,488906682;0;0;0;0;2,488906682;3
2124;FACULDADE CALAFIORI;CALAFIORI;Faculdade;Privada Com Fins Lucrativos;MG;2;1;2,656341358;0;0;0;0;2,656341358;3
2126;ESCOLA DE DIREITO DO RIO DE JANEIRO;DIREITO RIO;Faculdade;Privada Sem Fins Lucrativos;RJ;1;0,84516129;3,869925303;0,15483871;4;0;0;3,890065901;4
2128;Escola de Direito de São Paulo - FGV DIREITO SP;FGV DIREITO SP;Faculdade;Privada Sem Fins Lucrativos;SP;1;0,401785714;3,774936569;0,598214286;4,5;0;0;4,208679871;5
2129;ESCOLA DE ECONOMIA DE SÃO PAULO;EESP;Faculdade;Privada Sem Fins Lucrativos;SP;1;0,10449827;3,499365842;0,715570934;4,952247191;0,179930796;5;4,809015805;5
2131;FACULDADE FAPAN;FAPAN;Faculdade;Privada Com Fins Lucrativos;SP;1;1;2,036854424;0;0;0;0;2,036854424;3
2132;FACULDADE BARÃO DO RIO BRANCO;FAB;Faculdade;Privada Com Fins Lucrativos;AC;14;1;2,699776146;0;0;0;0;2,699776146;3
2133;Faculdade de Ciências, Educação e Teologia do Norte do Brasil;FACETEN;Faculdade;Privada Sem Fins Lucrativos;RR;2;1;2,874520274;0;0;0;0;2,874520274;3
2134;FACULDADE DA IGREJA MINISTÉRIO FAMA;FAIFA;Faculdade;Privada Sem Fins Lucrativos;GO;1;1;1,647298256;0;0;0;0;1,647298256;2
2135;CENTRO UNIVERSITÁRIO CATÓLICA DE QUIXADÁ;;Centro Universitário;Privada Sem Fins Lucrativos;CE;13;1;2,783052617;0;0;0;0;2,783052617;3
2140;INSTITUTO SUPERIOR DE EDUCAÇÃO NOSSA SENHORA DE LOURDES;FNSL;Faculdade;Privada Com Fins Lucrativos;BA;1;1;1,292177196;0;0;0;0;1,292177196;2
2141;FACULDADES BATISTA DO PARANÁ;FABAPAR;Faculdade;Privada Sem Fins Lucrativos;PR;2;0,845045045;2,944481669;0,154954955;4;0;0;3,108039464;4
2145;FACULDADE PROMOVE DE TECNOLOGIA;FPTEC;Faculdade;Privada Com Fins Lucrativos;MG;5;1;3,142908403;0;0;0;0;3,142908403;4
2146;FACULDADE DO ACRE;FAC;Faculdade;Privada Com Fins Lucrativos;AC;2;1;2,696243582;0;0;0;0;2,696243582;3
2147;Centro Universitário CEUNI - FAMETRO;FAMETRO;Centro Universitário;Privada Com Fins Lucrativos;AM;25;1;2,939576821;0;0;0;0;2,939576821;3
2148;FACULDADE DE PALMAS;FAPAL;Faculdade;Privada Com Fins Lucrativos;TO;3;1;2,401425432;0;0;0;0;2,401425432;3
2149;FACULDADE MATO GROSSO DO SUL;FACSUL;Faculdade;Privada Com Fins Lucrativos;MS;8;1;2,259949573;0;0;0;0;2,259949573;3
2150;FACULDADE DO PIAUÍ;FAPI;Faculdade;Privada Com Fins Lucrativos;PI;6;1;2,17811741;0;0;0;0;2,17811741;3
2154;INSTITUTO SUPERIOR DE CIÊNCIAS HUMANAS E SOCIAIS ANÍSIO TEIXEIRA;ISAT;Faculdade;Privada Com Fins Lucrativos;RJ;4;1;2,559494631;0;0;0;0;2,559494631;3
2156;FACULDADE SÃO TOMÁS DE AQUINO;FACESTA;Faculdade;Privada Sem Fins Lucrativos;AL;2;1;1,378666015;0;0;0;0;1,378666015;2
2157;INSTITUTO SUPERIOR DE EDUCAÇÃO SANT´ANA;ISESA;Faculdade;Privada Sem Fins Lucrativos;PR;3;1;2,571738395;0;0;0;0;2,571738395;3
2158;FACULDADE SANTA MARIA;FSM;Faculdade;Privada Com Fins Lucrativos;PB;7;1;2,418174802;0;0;0;0;2,418174802;3
2160;FACULDADE SANT'ANA;IESSA;Faculdade;Privada Sem Fins Lucrativos;PR;5;1;2,463991087;0;0;0;0;2,463991087;3
2163;FACULDADE EUGÊNIO GOMES;FEG;Faculdade;Privada Sem Fins Lucrativos;BA;1;1;3,393293777;0;0;0;0;3,393293777;4
2165;FACULDADE FOZ DO IGUAÇU;FAFIG;Faculdade;Privada Sem Fins Lucrativos;PR;1;1;1,89721471;0;0;0;0;1,89721471;2
2168;FACULDADE CAMPO GRANDE;FCG;Faculdade;Privada Com Fins Lucrativos;MS;7;1;1,935777429;0;0;0;0;1,935777429;2
2171;INSTITUTO BELO HORIZONTE DE ENSINO SUPERIOR;IBHES;Faculdade;Privada Sem Fins Lucrativos;MG;5;1;2,149088637;0;0;0;0;2,149088637;3
2173;FACULDADE GUAIANÁS;FAG;Faculdade;Privada Com Fins Lucrativos;SP;2;1;1,594321569;0;0;0;0;1,594321569;2
2174;FACULDADE DE SANTA CATARINA;FASC;Faculdade;Privada Sem Fins Lucrativos;SC;3;1;2,29559997;0;0;0;0;2,29559997;3
2175;FACULDADE METROPOLITANA DE BLUMENAU;FAMEBLU;Faculdade;Privada Com Fins Lucrativos;SC;14;1;2,71077397;0;0;0;0;2,71077397;3
2177;INSTITUTO PAULISTA DE ENSINO;FIPEN;Faculdade;Privada Com Fins Lucrativos;SP;3;1;2,289812524;0;0;0;0;2,289812524;3
2180;RATIO - FACULDADE TEOLÓGICA E FILOSÓFICA;RATIO;Faculdade;Privada Com Fins Lucrativos;CE;1;1;2,372395831;0;0;0;0;2,372395831;3
2183;CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ;CUFSA;Centro Universitário;Privada Sem Fins Lucrativos;SP;23;1;2,167969065;0;0;0;0;2,167969065;3
2184;FACULDADE CNEC GRAVATAÍ;;Faculdade;Privada Sem Fins Lucrativos;RS;5;1;2,456543104;0;0;0;0;2,456543104;3
2186;FACULDADE SALESIANA DOM BOSCO;FSDB;Faculdade;Privada Sem Fins Lucrativos;AM;9;1;2,076313597;0;0;0;0;2,076313597;3
2189;FACULDADE DO MARANHÃO;FACAM-MA;Faculdade;Privada Com Fins Lucrativos;MA;7;1;2,308722454;0;0;0;0;2,308722454;3
2191;FACULDADE ANHANGUERA DE PELOTAS;;Faculdade;Privada Com Fins Lucrativos;RS;8;1;2,141638162;0;0;0;0;2,141638162;3
2192;INSTITUTO SUPERIOR DE EDUCAÇÃO IVOTI;ISEI;Faculdade;Privada Sem Fins Lucrativos;RS;4;1;3,021229181;0;0;0;0;3,021229181;4
2194;FACULDADE ANHANGUERA DO RIO GRANDE;;Faculdade;Privada Com Fins Lucrativos;RS;8;1;2,038285902;0;0;0;0;2,038285902;3
2197;Faculdade Villas Boas;FVB;Faculdade;Privada Com Fins Lucrativos;SP;2;1;1,596663075;0;0;0;0;1,596663075;2
2198;FACULDADE MONTEIRO LOBATO;FATO;Faculdade;Privada Sem Fins Lucrativos;RS;4;1;1,950940181;0;0;0;0;1,950940181;3
2200;FACULDADE VALE DO GORUTUBA;FAVAG;Faculdade;Privada Com Fins Lucrativos;MG;5;1;1,884394509;0;0;0;0;1,884394509;2
2202;INSTITUTO SUPERIOR DE EDUCAÇÃO DE GUARATUBA;ISEPE Guaratuba;Faculdade;Privada Com Fins Lucrativos;PR;1;1;3,555337836;0;0;0;0;3,555337836;4
2205;FACULDADE DE TUPI PAULISTA;-;Faculdade;Privada Sem Fins Lucrativos;SP;2;1;2,86485059;0;0;0;0;2,86485059;3
2206;FACULDADE FAE SÃO JOSÉ DOS PINHAIS;;Faculdade;Privada Sem Fins Lucrativos;PR;2;1;3,096869225;0;0;0;0;3,096869225;4
2220;Faculdade Doctum de Juiz de Fora;DOCTUM;Faculdade;Privada Sem Fins Lucrativos;MG;5;1;2,832935591;0;0;0;0;2,832935591;3
2222;FACULDADE SETE DE SETEMBRO;FASETE;Faculdade;Privada Com Fins Lucrativos;BA;7;1;2,531022409;0;0;0;0;2,531022409;3
2229;FACULDADE VICTOR HUGO;FVH;Faculdade;Privada Com Fins Lucrativos;MG;3;1;2,312333402;0;0;0;0;2,312333402;3
2233;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE BELO HORIZONTE;FACISABH;Faculdade;Privada Com Fins Lucrativos;MG;9;1;2,15811551;0;0;0;0;2,15811551;3
2237;FACULDADE TEOLÓGICA BATISTA EQUATORIAL;FATEBE;Faculdade;Privada Sem Fins Lucrativos;PA;1;1;1,856498904;0;0;0;0;1,856498904;2
2240;FACULDADE DE FORTALEZA;FAFOR;Faculdade;Privada Com Fins Lucrativos;CE;6;1;2,289832213;0;0;0;0;2,289832213;3
2241;FACULDADE DO SUDESTE MINEIRO;FACSUM;Faculdade;Privada Com Fins Lucrativos;MG;7;1;2,664645031;0;0;0;0;2,664645031;3
2242;FACULDADE DO RECIFE;FAREC;Faculdade;Privada Sem Fins Lucrativos;PE;6;1;2,304238295;0;0;0;0;2,304238295;3
2243;FACULDADE PARAÍBANA;FAP;Faculdade;Privada Sem Fins Lucrativos;PB;2;1;1,274228878;0;0;0;0;1,274228878;2
2244;FACULDADE DA CIDADE DE MACEIÓ;FACIMA;Faculdade;Privada Com Fins Lucrativos;AL;7;1;1,921094486;0;0;0;0;1,921094486;2
2245;FACULDADE DO ESPÍRITO SANTO;FACES;Faculdade;Privada Sem Fins Lucrativos;ES;1;1;3,158681731;0;0;0;0;3,158681731;4
2247;Faculdade Paulista São José;;Faculdade;Privada Sem Fins Lucrativos;SP;2;1;1,543738877;0;0;0;0;1,543738877;2
2248;FACULDADE SERGIPANA;FASER;Faculdade;Privada Sem Fins Lucrativos;SE;2;1;1,586185762;0;0;0;0;1,586185762;2
2257;FACULDADE DIADEMA;FAD;Faculdade;Privada Sem Fins Lucrativos;SP;3;1;1,831741652;0;0;0;0;1,831741652;2
2264;FACULDADE DE COMUNICAÇÃO PITÁGORAS UNIDADE GUARAPARI;PIT GUARAPARI;Faculdade;Privada Com Fins Lucrativos;ES;1;1;3,434842944;0;0;0;0;3,434842944;4
2266;FACULDADE CAMBURY DE FORMOSA;CAMBURY;Faculdade;Pessoa Jurídica De Direito Privado - Com Fins Lucrativos;GO;1;1;2,221222704;0;0;0;0;2,221222704;3
2270;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE EXTREMA;FAEX;Faculdade;Privada Sem Fins Lucrativos;MG;6;1;2,834122704;0;0;0;0;2,834122704;3
2271;FACULDADE PITÁGORAS DE IPATINGA;FPI;Faculdade;Privada Com Fins Lucrativos;MG;14;1;2,748904221;0;0;0;0;2,748904221;3
2275;FACULDADE DE DIREITO SANTO AGOSTINHO;FADISA;Faculdade;Privada Com Fins Lucrativos;MG;1;1;2,248585864;0;0;0;0;2,248585864;3
2279;Centro Universitário Metrocamp Wyden;UNIMETROCAMP WYDEN;Centro Universitário;Privada Com Fins Lucrativos;SP;18;1;2,791797099;0;0;0;0;2,791797099;3
2282;FACULDADE DE CAFELÂNDIA;FAC;Faculdade;Privada Com Fins Lucrativos;PR;1;1;1,856402168;0;0;0;0;1,856402168;2
2287;ESCOLA SUPERIOR DE TEOLOGIA E ESPIRITUALIDADE FRANCISCANA;ESTEF;Faculdade;Privada Sem Fins Lucrativos;RS;1;1;2,6407231;0;0;0;0;2,6407231;3
2288;FACULDADE ALMEIDA RODRIGUES;FAR;Faculdade;Privada Com Fins Lucrativos;GO;3;1;2,759472324;0;0;0;0;2,759472324;3
2289;FACULDADE UNIÃO CULTURAL DO ESTADO DE SÃO PAULO;UCESP;Faculdade;Privada Sem Fins Lucrativos;SP;1;1;1,295954188;0;0;0;0;1,295954188;2
2297;FACULDADE DE DIREITO DE SANTA MARIA;FADISMA;Faculdade;Privada Com Fins Lucrativos;RS;1;1;2,113793809;0;0;0;0;2,113793809;3
2301;FACULDADE FIDELIS;FF;Faculdade;Privada Sem Fins Lucrativos;PR;1;1;2,584910951;0;0;0;0;2,584910951;3
2311;FACULDADE KENNEDY DE MINAS GERAIS - FKMG;FKMG;Faculdade;Privada Sem Fins Lucrativos;MG;1;1;2,948858498;0;0;0;0;2,948858498;4
2312;FACULDADE LUTERANA RUI BARBOSA;FALURB;Faculdade;Privada Sem Fins Lucrativos;PR;2;1;2,315615297;0;0;0;0;2,315615297;3
2319;ESCOLA SUPERIOR DE EDUCAÇÃO CORPORATIVA;ESEC;Faculdade;Privada Com Fins Lucrativos;SC;1;1;2,728127184;0;0;0;0;2,728127184;3
2320;INSTITUTO SUPERIOR DE EDUCAÇÃO ATENEU;ISEAT;Faculdade;Privada Com Fins Lucrativos;ES;1;1;2,314741425;0;0;0;0;2,314741425;3
2323;FACULDADE DA AMAZÔNIA;FAMA;Faculdade;Privada Com Fins Lucrativos;RO;3;1;0,876425977;0;0;0;0;0,876425977;1
2324;FACULDADE UNIÃO BANDEIRANTE;;Faculdade;Privada Com Fins Lucrativos;SC;8;1;2,02461797;0;0;0;0;2,02461797;3
2328;FACULDADE ITEANA DE BOTUCATU;FITB;Faculdade;Privada Sem Fins Lucrativos;SP;2;1;2,381248628;0;0;0;0;2,381248628;3
2330;Faculdade Cândido Rondon;FCR;Faculdade;Privada Com Fins Lucrativos;MT;1;1;1,823526518;0;0;0;0;1,823526518;2
2332;FACULDADE CORPORATIVA CESPI;FACESPI;Faculdade;Privada Com Fins Lucrativos;SP;2;1;1,909975369;0;0;0;0;1,909975369;2
2334;FACULDADE CNEC RIO DAS OSTRAS;;Faculdade;Privada Sem Fins Lucrativos;RJ;3;1;2,633518667;0;0;0;0;2,633518667;3
2336;FACULDADE MONTES BELOS;FMB;Faculdade;Privada Com Fins Lucrativos;GO;13;1;2,785260758;0;0;0;0;2,785260758;3
2341;FACULDADE DA ALDEIA DE CARAPICUÍBA;FALC;Faculdade;Privada Com Fins Lucrativos;SP;10;1;2,556270079;0;0;0;0;2,556270079;3
2343;FACULDADE DA AMAZÔNIA OCIDENTAL;FAAO;Faculdade;Privada Com Fins Lucrativos;AC;7;1;2,702927895;0;0;0;0;2,702927895;3
2346;INSTITUTO SUPERIOR DE FILOSOFIA BERTHIER;IFIBE;Faculdade;Privada Sem Fins Lucrativos;RS;1;1;2,974588581;0;0;0;0;2,974588581;4
2348;INSTITUIÇÃO DE ENSINO SÃO FRANCISCO;IESF;Faculdade;Privada Com Fins Lucrativos;SP;5;1;2,359106002;0;0;0;0;2,359106002;3
2350;ESCOLA SUPERIOR MADRE CELESTE;ESMAC;Faculdade;Privada Com Fins Lucrativos;PA;9;1;2,55466119;0;0;0;0;2,55466119;3
2351;FACULDADE ESPÍRITO SANTENSE DE CIÊNCIAS JURÍDICAS;PIO XII - DIR;Faculdade;Privada Sem Fins Lucrativos;ES;1;1;2,205896111;0;0;0;0;2,205896111;3
2355;FACULDADE ANHANGUERA DE MATÃO;;Faculdade;Privada Com Fins Lucrativos;SP;3;1;2,006564916;0;0;0;0;2,006564916;3
2356;FACULDADE PAN AMERICANA;FPA;Faculdade;Privada Sem Fins Lucrativos;PA;1;1;1,832259373;0;0;0;0;1,832259373;2
2361;FACULDADE PADRÃO;;Faculdade;Privada Com Fins Lucrativos;GO;1;1;2,815971723;0;0;0;0;2,815971723;3
2362;FACULDADE DE CIÊNCIAS MÉDICAS DE CAMPINA GRANDE;FCM;Faculdade;Privada Com Fins Lucrativos;PB;3;1;2,410596681;0;0;0;0;2,410596681;3
2364;FACULDADE DE ADMINISTRAÇÃO DE EMPRESAS DE PARAÍSO DO TOCANTINS;FAP;Faculdade;Privada Com Fins Lucrativos;TO;1;1;1,239482013;0;0;0;0;1,239482013;2
2365;FACULDADE CATÓLICA DO TOCANTINS;FACTO;Faculdade;Privada Sem Fins Lucrativos;TO;11;1;2,540089645;0;0;0;0;2,540089645;3
2368;FACULDADE SÃO LEOPOLDO MANDIC;;Faculdade;Privada Com Fins Lucrativos;SP;1;0,070249882;4,117811743;0,718528996;4,5;0,211221122;4,5;4,47315132;5
2369;INSTITUTO DE ENSINO SUPERIOR SANTO ANTÔNIO;INESA;Faculdade;Privada Com Fins Lucrativos;SC;2;1;2,362830379;0;0;0;0;2,362830379;3
2380;Faculdade Estácio do Amapá - Estácio Amapá;ESTÁCIO AMAPÁ;Faculdade;Privada Com Fins Lucrativos;AP;4;1;2,758794656;0;0;0;0;2,758794656;3
2383;FACULDADE MERIDIONAL;IMED;Faculdade;Privada Com Fins Lucrativos;RS;7;0,932669082;3,052125628;0,067330918;4,159763314;0;0;3,12670389;4
2384;FACULDADE INTEGRADA DO BRASIL;FAIBRA;Faculdade;Privada Sem Fins Lucrativos;PI;4;1;1,436297117;0;0;0;0;1,436297117;2
2389;FACULDADE DE FILOSOFIA E TEOLOGIA PAULO VI;FFTP;Faculdade;Privada Sem Fins Lucrativos;SP;3;1;2,701064263;0;0;0;0;2,701064263;3
2397;FACULDADE FUCAPE;FUCAPE;Faculdade;Privada Sem Fins Lucrativos;ES;3;0,446280992;3,956873615;0,520661157;4,638554217;0,033057851;5;4,346281743;5
2399;FACULDADE DE SOROCABA;;Faculdade;Privada Com Fins Lucrativos;SP;3;1;2,239168259;0;0;0;0;2,239168259;3
2402;Faculdade de Tecnologia e Ciências;FTC CENTRO;Faculdade;Privada Com Fins Lucrativos;BA;7;1;2,646284993;0;0;0;0;2,646284993;3
2408;FACULDADE ESAMC SANTOS;ESAMC;Faculdade;Privada Com Fins Lucrativos;SP;14;1;1,919962725;0;0;0;0;1,919962725;2
2409;CENTRO UNIVERSITÁRIO TABOSA DE ALMEIDA;ASCES-UNITA;Centro Universitário;Privada Sem Fins Lucrativos;PE;12;1;2,6280044;0;0;0;0;2,6280044;3
2410;FACULDADE CEARENSE;FAC;Faculdade;Privada Sem Fins Lucrativos;CE;8;1;2,127615723;0;0;0;0;2,127615723;3
2413;FACULDADE DE ENSINO SUPERIOR DE FLORIANO;FAESF;Faculdade;Privada Com Fins Lucrativos;PI;7;1;2,437164933;0;0;0;0;2,437164933;3
2420;FACULDADE PARANAENSE;FAPAR;Faculdade;Privada Com Fins Lucrativos;PR;6;1;2,190185059;0;0;0;0;2,190185059;3
2423;FACULDADE DE CIÊNCIA E TECNOLOGIA DE MONTES CLAROS;FACIT;Faculdade;Privada Sem Fins Lucrativos;MG;5;1;2,6263801;0;0;0;0;2,6263801;3
2426;FACULDADE INTEGRADA BRASIL AMAZONIA - FIBRA;FIBRA;Faculdade;Privada Com Fins Lucrativos;PA;9;1;2,947421686;0;0;0;0;2,947421686;4
2427;FACULDADE DE CIÊNCIAS GERENCIAIS DA BAHIA;UNICENID;Faculdade;Privada Com Fins Lucrativos;BA;2;1;1,422263585;0;0;0;0;1,422263585;2
2428;FACULDADE DE CIÊNCIAS E TECNOLOGIAS DE CAMPOS GERAIS;FACICA;Faculdade;Privada Com Fins Lucrativos;MG;5;1;2,546458959;0;0;0;0;2,546458959;3
2431;Faculdade Estácio de Ibiúna;ESTÁCIO IBIÚNA;Faculdade;Privada Com Fins Lucrativos;SP;2;1;1,978957552;0;0;0;0;1,978957552;3
2437;FACULDADE PITÁGORAS DE TEIXEIRA DE FREITAS;PIT TEIXEIRA;Faculdade;Privada Com Fins Lucrativos;BA;11;1;2,466388192;0;0;0;0;2,466388192;3
2440;FACULDADE CIDADE DE JOÃO PINHEIRO;FCJP;Faculdade;Privada Sem Fins Lucrativos;MG;2;1;2,734859968;0;0;0;0;2,734859968;3
2442;FACULDADE DE CIÊNCIAS BIOMÉDICAS DO ESPÍRITO SANTO;PIO XII - BIO;Faculdade;Privada Sem Fins Lucrativos;ES;1;1;2,691066934;0;0;0;0;2,691066934;3
2443;FACULDADE FUNORTE DE JANAÚBA;;Faculdade;Privada Com Fins Lucrativos;MG;1;1;3,046082986;0;0;0;0;3,046082986;4
2447;INSTITUTO EDUCACIONAL DE CASTRO;INEC;Faculdade;Privada Com Fins Lucrativos;PR;1;NA;0;0;0;0;0;NA;SC
2450;FACULDADE PROMOVE DE BELO HORIZONTE;PROMOVE;Faculdade;Privada Sem Fins Lucrativos;MG;2;1;2,964076793;0;0;0;0;2,964076793;4
2451;FACULDADES INTEGRADAS IPIRANGA;FAINTIPI;Faculdade;Privada Sem Fins Lucrativos;PA;2;1;1,769657041;0;0;0;0;1,769657041;2
2456;FACULDADE DE ADMINISTRAÇÃO DE CHAPADÃO DO SUL;FACHASUL;Faculdade;Privada Sem Fins Lucrativos;MS;2;1;2,070635287;0;0;0;0;2,070635287;3
2459;FACULDADE DE ESTUDOS AVANÇADOS DO PARÁ;FEAPA;Faculdade;Privada Com Fins Lucrativos;PA;6;1;2,561023196;0;0;0;0;2,561023196;3
2460;FACULDADE ESTÁCIO DE NATAL;ESTÁCIO DE NATAL;Faculdade;Privada Com Fins Lucrativos;RN;7;1;2,586088524;0;0;0;0;2,586088524;3
2462;FACULDADE SÃO LUÍS;FSL;Faculdade;Privada Sem Fins Lucrativos;SC;1;1;2,697867339;0;0;0;0;2,697867339;3
2465;FACULDADE DAMÁSIO;FD;Faculdade;Privada Com Fins Lucrativos;SP;1;1;3,300754436;0;0;0;0;3,300754436;4
2468;INSTITUTO TEOLÓGICO FRANCISCANO;ITF;Faculdade;Privada Sem Fins Lucrativos;RJ;1;1;3,458686657;0;0;0;0;3,458686657;4
2469;INSTITUTO MACAPAENSE DE ENSINO SUPERIOR;IMMES;Faculdade;Privada Com Fins Lucrativos;AP;7;1;1,535795326;0;0;0;0;1,535795326;2
2470;INSTITUTO SALVADOR DE ENSINO E CULTURA;ISEC;Faculdade;Privada Sem Fins Lucrativos;BA;3;1;1,97368797;0;0;0;0;1,97368797;3
2474;FACULDADE MARIA MILZA;FAMAM;Faculdade;Privada Com Fins Lucrativos;BA;8;0,964330413;3,098996471;0,035669587;4;0;0;3,131134895;4
2475;FACULDADE DOM LUCIANO MENDES;FDLM;Faculdade;Privada Sem Fins Lucrativos;MG;1;1;2,912228854;0;0;0;0;2,912228854;3
2477;FACULDADE DE ADMINISTRAÇÃO DE MARIANA;FAMA;Faculdade;Privada Sem Fins Lucrativos;MG;2;1;1,842274078;0;0;0;0;1,842274078;2
2478;FACULDADE DE INTEGRAÇÃO DO ENSINO SUPERIOR DO CONE SUL;FISUL;Faculdade;Privada Com Fins Lucrativos;RS;5;1;2,223349942;0;0;0;0;2,223349942;3
2484;FACULDADE PROCESSUS;PFD;Faculdade;Privada Sem Fins Lucrativos;DF;2;1;2,208069392;0;0;0;0;2,208069392;3
2485;FACULDADE CATÓLICA DE FORTALEZA;FCF;Faculdade;Privada Sem Fins Lucrativos;CE;2;1;2,679571239;0;0;0;0;2,679571239;3
2488;FACULDADE ANGLICANA DE ERECHIM;FAE;Faculdade;Privada Sem Fins Lucrativos;RS;4;1;2,046682298;0;0;0;0;2,046682298;3
