Código da IES;Nome da IES;Sigla da IES;Org. Acadêmica;Categ. Administrativa;UF da IES;Nº de Cursos com CPC no Triênio;alfa (Proporção de Graduandos);Conceito médio da Graduação;beta (Proporção de Mestrandos - Equivalente);Conceito Médio do Mestrado;gama (Proporção de Doutorandos - Equivalente);Conceito Médio do doutorado;IGC (Contínuo);IGC (Faixa)
307;FACULDADE DE MEDICINA DE BARBACENA;FAME;Faculdade;Pessoa Jurídica De Direito Privado - Sem Fins Lucrativos;MG;1;1;2,567106545;0;0;0;0;2,567106545;3
308;UNIVERSIDADE PRESIDENTE ANTÔNIO CARLOS;UNIPAC;Universidade;Privada Sem Fins Lucrativos;MG;21;1;2,071359165;0;0;0;0;2,071359165;3
316;UNIVERSIDADE NOVE DE JULHO;UNINOVE;Universidade;Privada Sem Fins Lucrativos;SP;162;0,982537495;3,118373655;0,010158087;4,634963768;0,007304418;4,899068323;3,146786248;4
319;UNIVERSIDADE BRASIL;;Universidade;Privada Sem Fins Lucrativos;SP;42;0,940717114;2,526652332;0,04366476;4,341101695;0,015618126;4,5;2,63669982;3
322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada Com Fins Lucrativos;SP;718;0,997573416;2,763947267;0,001529553;4,682222222;0,000897031;4,738095238;2,768652243;3
330;UNIVERSIDADE IGUAÇU;UNIG;Universidade;Privada Sem Fins Lucrativos;RJ;29;1;2,181939763;0;0;0;0;2,181939763;3
336;FACULDADE MACHADO SOBRINHO;FMS;Faculdade;Privada Sem Fins Lucrativos;MG;4;1;2,702591427;0;0;0;0;2,702591427;3
337;CENTRO DE ENSINO SUPERIOR DE JUIZ DE FORA;CES/JF;Faculdade;Privada Sem Fins Lucrativos;MG;12;0,974759064;2,175112781;0,025240936;4;0;0;2,221174642;3
338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Universidade;Privada Sem Fins Lucrativos;MG;105;0,904938194;2,848243972;0,052895777;4,759462151;0,042166029;4,882706767;3,03512456;4
339;FACULDADE SANTA EMÍLIA DE RODAT;FASER;Faculdade;Privada Sem Fins Lucrativos;PB;4;1;1,612115655;0;0;0;0;1,612115655;2
343;CENTRO UNIVERSITÁRIO NEWTON PAIVA;NEWTON PAIVA;Centro Universitário;Privada Com Fins Lucrativos;MG;31;1;2,674338662;0;0;0;0;2,674338662;3
344;CENTRO UNIVERSITÁRIO UNA;UNA;Centro Universitário;Privada Com Fins Lucrativos;MG;61;0,986319868;3,116614174;0,013680132;4,287162162;0;0;3,132627425;4
345;ESCOLA DE ENGENHARIA KENNEDY;EEK;Faculdade;Privada Sem Fins Lucrativos;MG;1;1;2,298660636;0;0;0;0;2,298660636;3
346;INSTITUTO SUPERIOR DE CIÊNCIAS APLICADAS - ISCA;ISCA;Faculdade;Privada Sem Fins Lucrativos;SP;10;1;2,269931417;0;0;0;0;2,269931417;3
349;CENTRO UNIVERSITÁRIO DE BELO HORIZONTE;UNI-BH;Centro Universitário;Privada Com Fins Lucrativos;MG;50;1;3,109982525;0;0;0;0;3,109982525;4
351;FACULDADE DE CIÊNCIAS MÉDICAS DE MINAS GERAIS;FCMMG;Faculdade;Privada Sem Fins Lucrativos;MG;4;0,957509158;2,446995233;0,042490842;4;0;0;2,512983714;3
352;CENTRO UNIVERSITÁRIO DE JOÃO PESSOA;UNIPÊ;Centro Universitário;Privada Com Fins Lucrativos;PB;22;0,996150144;2,740280815;0,003849856;4;0;0;2,745130552;3
353;FACULDADE EVANGÉLICA DO PARANÁ;FEPAR;Faculdade;Privada Sem Fins Lucrativos;PR;1;0,796498906;2,557943076;0,126914661;4,5;0,076586433;4,5;2,953153785;4
355;UNIVERSIDADE TUIUTI DO PARANÁ;UTP;Universidade;Privada Com Fins Lucrativos;PR;33;0,93733088;3,142105847;0,035393441;4,413407821;0,027275679;4,711538462;3,229908938;4
360;CENTRO UNIVERSITÁRIO PAULISTANO;UNIPAULISTANA;Centro Universitário;Privada Sem Fins Lucrativos;SP;4;1;2,304625978;0;0;0;0;2,304625978;3
361;FACULDADE PAULISTA DE SERVIÇO SOCIAL DE SÃO CAETANO DO SUL;FAPSS-SCS;Faculdade;Privada Sem Fins Lucrativos;SP;1;1;3,63085533;0;0;0;0;3,63085533;4
362;FACULDADE PAULISTA DE SERVIÇO SOCIAL;FAPSS-SP.;Faculdade;Privada Sem Fins Lucrativos;SP;1;1;2,700945322;0;0;0;0;2,700945322;3
363;FACULDADE MOZARTEUM DE SÃO PAULO;FAMOSP;Faculdade;Privada Sem Fins Lucrativos;SP;1;1;2,247220659;0;0;0;0;2,247220659;3
367;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;UNIMONTES;Universidade;Pública Estadual;MG;39;0,84739786;2,562740965;0,112475681;4,312829525;0,040126459;4,75;2,847350328;3
368;FACULDADE DE EDUCAÇÃO FÍSICA DA ASSOCIAÇÃO CRISTÃ DE MOÇOS DE SOROCABA;FEFISO;Faculdade;Privada Sem Fins Lucrativos;SP;2;1;2,721369685;0;0;0;0;2,721369685;3
370;FACULDADE PAULISTA DE ARTES;FPA;Faculdade;Privada Sem Fins Lucrativos;SP;2;1;2,280930848;0;0;0;0;2,280930848;3
371;FACULDADE DE MÚSICA CARLOS GOMES;FMCG;Faculdade;Privada Com Fins Lucrativos;SP;1;1;1,828857672;0;0;0;0;1,828857672;2
373;ESCOLA DE SOCIOLOGIA E POLÍTICA DE SÃO PAULO;ESP;Faculdade;Privada Sem Fins Lucrativos;SP;1;1;3,133702328;0;0;0;0;3,133702328;4
374;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;FMU;Centro Universitário;Privada Sem Fins Lucrativos;SP;66;0,996087389;2,747811604;0,003912611;4;0;0;2,75271093;3
375;UNIVERSIDADE SANTO AMARO;UNISA;Universidade;Privada Sem Fins Lucrativos;SP;42;0,99338835;2,453789867;0,00661165;4,056910569;0;0;2,46438914;3
376;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;;Centro Universitário;Privada Com Fins Lucrativos;SP;72;1;2,203868759;0;0;0;0;2,203868759;3
383;UNIVERSIDADE DA AMAZÔNIA;UNAMA;Universidade;Privada Com Fins Lucrativos;PA;34;0,96904;2,545528658;0,0228;4,2125;0,00816;4,336065574;2,598146386;3
384;CENTRO UNIVERSITÁRIO DE ANÁPOLIS;UNIEVANGÉLICA;Centro Universitário;Privada Sem Fins Lucrativos;GO;22;0,982319414;2,834232926;0,017680586;4,5;0;0;2,863684664;3
385;UNIVERSIDADE SALVADOR;UNIFACS;Universidade;Privada Com Fins Lucrativos;BA;54;0,979844837;3,023641406;0,017675758;4,327715356;0,002479405;4,5;3,050352392;4
386;CENTRO UNIVERSITÁRIO DE GOIÁS;UNI-ANHANGÜERA;Centro Universitário;Privada Com Fins Lucrativos;GO;20;1;2,42862245;0;0;0;0;2,42862245;3
387;UNIVERSIDADE CATÓLICA DOM BOSCO;UCDB;Universidade;Privada Sem Fins Lucrativos;MS;41;0,92242754;2,746996261;0,043054123;4,740540541;0,034518338;4,694805195;2,900061688;3
396;FACULDADE RUY BARBOSA WYDEN;FRB WYDEN;Faculdade;Privada Com Fins Lucrativos;BA;23;1;2,832194873;0;0;0;0;2,832194873;3
398;UNIVERSIDADE TIRADENTES;UNIT;Universidade;Privada Com Fins Lucrativos;SE;57;0,961448141;2,946101143;0,021428571;4,909871245;0,017123288;5;3,023351432;4
402;CENTRO UNIVERSITÁRIO DE BRASÍLIA;UNICEUB;Centro Universitário;Privada Sem Fins Lucrativos;DF;33;0,953770735;2,563192396;0,030496494;4,85786802;0,015732771;5;2,671509694;3
403;UNIVERSIDADE CATÓLICA DE BRASÍLIA;UCB;Universidade;Privada Sem Fins Lucrativos;DF;48;0,870517364;2,70694264;0,08681786;4,734879032;0,042664777;4,765550239;2,970833771;4
404;FACULDADES INTEGRADAS DA UPIS;UPIS;Faculdade;Privada Sem Fins Lucrativos;DF;12;1;2,011091386;0;0;0;0;2,011091386;3
405;FOCCA - FACULDADE DE OLINDA;FOCCA;Faculdade;Privada Sem Fins Lucrativos;PE;4;1;2,999718375;0;0;0;0;2,999718375;4
409;UNIVERSIDADE DE PERNAMBUCO;UPE;Universidade;Pública Estadual;PE;50;0,896098538;2,627690579;0,081211693;4,229100529;0,022689769;4,387096774;2,797664312;3
410;FACULDADE DE CIÊNCIAS HUMANAS ESUDA;FCHE;Faculdade;Privada Sem Fins Lucrativos;PE;5;1;2,819685448;0;0;0;0;2,819685448;3
415;FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA SÃO PAULO;FCMSCSP;Faculdade;Privada Sem Fins Lucrativos;SP;3;0,672119973;3,57182184;0,241990457;4,449197861;0,085889571;4,5;3,863859288;4
416;FACULDADE DE SÃO PAULO;FASP;Faculdade;Privada Com Fins Lucrativos;SP;19;1;1,864568015;0;0;0;0;1,864568015;2
417;UNIVERSIDADE CIDADE DE SÃO PAULO;UNICID;Universidade;Privada Com Fins Lucrativos;SP;56;0,98919341;2,955989666;0,008942516;4,439153439;0,001864074;4,5;2,972131031;4
420;UNIVERSIDADE DE MARÍLIA;UNIMAR;Universidade;Privada Com Fins Lucrativos;SP;22;0,951002227;2,917457023;0,04528582;4,5;0,003711952;4,5;2,994998104;4
423;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;URI;Universidade;Privada Sem Fins Lucrativos;RS;76;0,954035959;2,625232249;0,03859174;4,384482759;0,007372301;4,5;2,70694614;3
426;UNIVERSIDADE FRANCISCANA;UNIFRA;Universidade;Privada Sem Fins Lucrativos;RS;30;0,927544457;2,914605381;0,051645857;4,165853659;0,020809686;4,5;3,012218735;4
430;CENTRO UNIVERSITÁRIO FILADÉLFIA;UNIFIL;Centro Universitário;Privada Sem Fins Lucrativos;PR;19;1;3,175248714;0;0;0;0;3,175248714;4
431;FACULDADE DE MEDICINA DE MARÍLIA;FAMEMA;Faculdade;Pessoa Jurídica De Direito Público - Estadual;SP;2;0,814717477;2,743629245;0,185282523;4,25;0;0;3,022733419;4
432;FACULDADE PARANAENSE;FACCAR;Faculdade;Privada Sem Fins Lucrativos;PR;4;1;2,409258323;0;0;0;0;2,409258323;3
434;FACULDADE SANTA MARCELINA;FASM;Faculdade;Privada Sem Fins Lucrativos;SP;9;1;2,273793238;0;0;0;0;2,273793238;3
435;FACULDADE SANTA MARCELINA MURIAÉ - FASM;FASM;Faculdade;Privada Sem Fins Lucrativos;MG;8;1;2,075931865;0;0;0;0;2,075931865;3
437;UNIVERSIDADE PARANAENSE;UNIPAR;Universidade;Privada Sem Fins Lucrativos;PR;79;0,982601588;2,518739961;0,011793554;4,221428571;0,005604858;4,5;2,549925392;3
438;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ITUVERAVA;FFCL;Faculdade;Privada Sem Fins Lucrativos;SP;8;1;2,598364961;0;0;0;0;2,598364961;3
439;FACULDADE DOUTOR FRANCISCO MAEDA;FAFRAM;Faculdade;Privada Sem Fins Lucrativos;SP;4;1;2,643678994;0;0;0;0;2,643678994;3
440;FACULDADE DE DIREITO DE ITÚ;FADITU;Faculdade;Privada Com Fins Lucrativos;SP;1;1;2,147976317;0;0;0;0;2,147976317;3
441;UNIVERSIDADE DO CONTESTADO;UNC;Universidade;Privada Sem Fins Lucrativos;SC;56;0,991078457;2,59484753;0,008921543;4,5;0;0;2,611844429;3
446;UNIVERSIDADE DE CRUZ ALTA;UNICRUZ;Universidade;Privada Sem Fins Lucrativos;RS;13;0,933042213;2,76255048;0,066957787;4,191729323;0;0;2,858245133;3
448;CENTRO UNIVERSITÁRIO RITTER DOS REIS;UNIRITTER;Centro Universitário;Privada Com Fins Lucrativos;RS;27;0,971220297;3,003147222;0,02575026;4,304733728;0,003029442;4,5;3,041198043;4
449;UNIVERSIDADE LUTERANA DO BRASIL;ULBRA;Universidade;Privada Sem Fins Lucrativos;RS;141;0,974015278;2,675235709;0,014057308;4,544303797;0,011927413;4,75748503;2,726345624;3
450;CENTRO UNIVERSITÁRIO LUTERANO DE JI-PARANÁ;CEULJI/ULBRA;Centro Universitário;Privada Sem Fins Lucrativos;RO;17;1;2,513432515;0;0;0;0;2,513432515;3
451;CENTRO UNIVERSITÁRIO LUTERANO DE SANTARÉM;CEULS;Centro Universitário;Privada Sem Fins Lucrativos;PA;7;1;2,272002852;0;0;0;0;2,272002852;3
452;CENTRO UNIVERSITÁRIO LUTERANO DE MANAUS;CEULM/ULBRA;Centro Universitário;Privada Sem Fins Lucrativos;AM;11;1;2,074019002;0;0;0;0;2,074019002;3
453;CENTRO UNIVERSITÁRIO LUTERANO DE PALMAS;CEULP;Centro Universitário;Privada Sem Fins Lucrativos;TO;18;1;2,889584556;0;0;0;0;2,889584556;3
454;FACULDADE CAMAQÜENSE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS;FACCCA;Faculdade;Privada Sem Fins Lucrativos;RS;4;1;2,279922107;0;0;0;0;2,279922107;3
456;CENTRO UNIVERSITÁRIO SANT´ANNA;UNISANT'ANNA;Centro Universitário;Privada Sem Fins Lucrativos;SP;26;1;2,157914078;0;0;0;0;2,157914078;3
457;UNIVERSIDADE ANHANGUERA DE SÃO PAULO;UNIAN - SP;Universidade;Privada Com Fins Lucrativos;SP;93;0,992479556;2,266050319;0,003358645;4,384615385;0,004161799;4,404761905;2,282066714;3
458;UNIVERSIDADE IBIRAPUERA;UNIB;Universidade;Privada Sem Fins Lucrativos;SP;16;0,981074943;2,54666173;0,018925057;4;0;0;2,574166239;3
460;FACULDADE DE ARTES PLÁSTICAS DA FUNDAÇÃO ARMANDO ALVARES PENTEADO;FAAP;Faculdade;Privada Sem Fins Lucrativos;SP;2;1;2,411920947;0;0;0;0;2,411920947;3
461;FACULDADE DE ADMINISTRAÇÃO DA FUNDAÇÃO ARMANDO ALVARES PENTEADO;FAE-FAAP;Faculdade;Privada Sem Fins Lucrativos;SP;1;1;2,444888356;0;0;0;0;2,444888356;3
462;FACULDADE DE ENGENHARIA DA FUNDAÇÃO ARMANDO ALVARES PENTEADO;FEFAAP;Faculdade;Privada Sem Fins Lucrativos;SP;3;1;2,217814154;0;0;0;0;2,217814154;3
463;FACULDADE DE COMUNICAÇÃO E MARKETING DA - FUNDAÇÃO ARMANDO ÁLVARES PENTEADO;FACOM-FAAP;Faculdade;Privada Sem Fins Lucrativos;SP;1;1;2,354728711;0;0;0;0;2,354728711;3
464;FACULDADE DE ECONOMIA DA FUNDAÇÃO ARMANDO ALVARES PENTEADO;FEC-FAAP;Faculdade;Privada Sem Fins Lucrativos;SP;2;1;2,225447948;0;0;0;0;2,225447948;3
466;UNIVERSIDADE ANHEMBI MORUMBI;UAM;Universidade;Privada Com Fins Lucrativos;SP;71;0,985350576;3,09191616;0,008966458;4,514285714;0,005682966;4,636363636;3,113446819;4
467;FACULDADE DE CIÊNCIAS CONTÁBEIS DE ITAPETININGA;FCCI;Faculdade;Privada Com Fins Lucrativos;SP;2;1;1,094896536;0;0;0;0;1,094896536;2
472;UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY;UNIGRANRIO;Universidade;Privada Com Fins Lucrativos;RJ;71;0,974315263;2,797515977;0,018108118;4,591324201;0,007576619;4,69047619;2,844340706;3
473;FACULDADE DE CIÊNCIAS ECONÔMICAS, ADMINISTRATIVAS E DA COMPUTAÇÃO DOM BOSCO;FCEACDB;Faculdade;Privada Sem Fins Lucrativos;RJ;7;1;2,410514666;0;0;0;0;2,410514666;3
474;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DOM BOSCO;FFCLDB;Faculdade;Privada Sem Fins Lucrativos;RJ;5;1;2,273925691;0;0;0;0;2,273925691;3
475;FACULDADE DE MEDICINA DE PETRÓPOLIS;FMP;Faculdade;Privada Sem Fins Lucrativos;RJ;1;1;2,495544928;0;0;0;0;2,495544928;3
480;CENTRO UNIVERSITÁRIO SERRA DOS ÓRGÃOS;UNIFESO;Centro Universitário;Privada Sem Fins Lucrativos;RJ;11;1;2,378273522;0;0;0;0;2,378273522;3
481;Universidade Universus Veritas Guarulhos;Univeritas UNG;Universidade;Privada Sem Fins Lucrativos;SP;49;0,979598588;2,333934183;0,014225849;4,441605839;0,006175562;4,9;2,379764501;3
482;UNIVERSIDADE DO EXTREMO SUL CATARINENSE;UNESC;Universidade;Privada Sem Fins Lucrativos;SC;44;0,906649507;2,623049039;0,064693265;4,45443038;0,028657229;4,869791667;2,805912494;3
483;CENTRO UNIVERSITÁRIO METROPOLITANO DE SÃO PAULO;UNIMESP;Centro Universitário;Privada Sem Fins Lucrativos;SP;9;1;2,311945884;0;0;0;0;2,311945884;3
489;CENTRO UNIVERSITÁRIO DE VOLTA REDONDA;UNIFOA;Centro Universitário;Privada Sem Fins Lucrativos;RJ;22;0,935554513;2,989226533;0,064445487;4,763803681;0;0;3,103590022;4
490;CENTRO DE ENSINO SUPERIOR DE VALENÇA;CESVA;Faculdade;Privada Sem Fins Lucrativos;RJ;7;1;3,62685749;0;0;0;0;3,62685749;4
491;FACULDADE DE EDUCAÇÃO CIÊNCIAS E LETRAS DON DOMÊNICO;FECLE;Faculdade;Privada Sem Fins Lucrativos;SP;6;1;2,751960136;0;0;0;0;2,751960136;3
492;FACULDADE DE ADMINISTRAÇÃO CIÊNCIAS ECON E CONTÁBEIS DE GUARATINGUETÁ;FACEAG;Faculdade;Privada Sem Fins Lucrativos;SP;2;1;2,101863385;0;0;0;0;2,101863385;3
493;FACULDADE DE EDUCAÇÃO DE GUARATINGUETÁ;FACEG;Faculdade;Privada Sem Fins Lucrativos;SP;1;1;1,774718255;0;0;0;0;1,774718255;2
494;UNIVERSIDADE DO SUL DE SANTA CATARINA;UNISUL;Universidade;Privada Sem Fins Lucrativos;SC;89;0,961746768;2,671644042;0,025811173;4,735981308;0,012442059;5;2,753896552;3
495;FACULDADE DE CIÊNCIAS E LETRAS DE BRAGANÇA PAULISTA;FESB;Faculdade;Pública Municipal;SP;8;1;2,099021207;0;0;0;0;2,099021207;3
496;UNIVERSIDADE DE FRANCA;UNIFRAN;Universidade;Privada Com Fins Lucrativos;SP;64;0,979680056;2,827394838;0,011586191;4,632183908;0,008733753;4,814159292;2,865657378;3
501;ESCOLA SUPERIOR DE CIÊNCIAS DA SANTA CASA DE MISERICÓRDIA DE VITÓRIA;EMESCAM;Faculdade;Privada Sem Fins Lucrativos;ES;4;0,947203017;3,112000522;0,052796983;4;0;0;3,158884215;4
502;CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU;CSJT;Centro Universitário;Privada Com Fins Lucrativos;SP;20;1;3,032511205;0;0;0;0;3,032511205;4
506;FACULDADE DE MEDICINA DE CAMPOS;FMC;Faculdade;Privada Sem Fins Lucrativos;RJ;2;1;2,353842547;0;0;0;0;2,353842547;3
507;FACULDADE TRIÂNGULO MINEIRO;FTM;Faculdade;Privada Sem Fins Lucrativos;MG;3;1;2,07934911;0;0;0;0;2,07934911;3
508;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO SUL DE MINAS - FACESM;FACESM;Faculdade;Privada Sem Fins Lucrativos;MG;3;1;1,867621561;0;0;0;0;1,867621561;2
510;ESCOLA DE ENFERMAGEM WENCESLAU BRAZ;EEWB;Faculdade;Privada Sem Fins Lucrativos;MG;1;1;2,813049864;0;0;0;0;2,813049864;3
513;UNIVERSIDADE VALE DO RIO DOCE;UNIVALE;Universidade;Privada Sem Fins Lucrativos;MG;21;0,976361768;2,030124515;0,023638232;4;0;0;2,076688889;3
514;CENTRO UNIVERSITÁRIO DE BARRA MANSA;UBM;Centro Universitário;Privada Sem Fins Lucrativos;RJ;18;1;2,299409745;0;0;0;0;2,299409745;3
515;CENTRO UNIVERSITÁRIO ANHANGUERA DE NITERÓI;UNIAN-RJ;Centro Universitário;Privada Com Fins Lucrativos;RJ;25;1;2,224104308;0;0;0;0;2,224104308;3
516;CENTRO UNIVERSITÁRIO DO RIO DE JANEIRO;UNIRJ;Centro Universitário;Privada Sem Fins Lucrativos;RJ;10;1;1,879038098;0;0;0;0;1,879038098;2
517;FACULDADE DE EDUCAÇÃO SÃO LUÍS;FESL;Faculdade;Privada Sem Fins Lucrativos;SP;12;1;2,784343681;0;0;0;0;2,784343681;3
518;CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL;UDF;Centro Universitário;Privada Com Fins Lucrativos;DF;16;0,996013951;2,846246687;0,003986049;4;0;0;2,850845604;3
519;UNIVERSIDADE CATÓLICA DO SALVADOR;UCSAL;Universidade;Privada Sem Fins Lucrativos;BA;30;0,930572339;2,223080806;0,044271119;4,464114833;0,025156542;4,522321429;2,380134833;3
521;UNIVERSIDADE DE MOGI DAS CRUZES;UMC;Universidade;Privada Com Fins Lucrativos;SP;47;0,97702599;2,633788261;0,01529773;4,1975;0,00767628;4,5;2,672035065;3
522;CENTRO UNIVERSITÁRIO CELSO LISBOA;UCL;Centro Universitário;Privada Sem Fins Lucrativos;RJ;15;1;2,47164518;0;0;0;0;2,47164518;3
526;CENTRO UNIVERSITÁRIO BRAZ CUBAS;;Centro Universitário;Privada Com Fins Lucrativos;SP;35;1;2,639279246;0;0;0;0;2,639279246;3
527;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;PUC GOIÁS;Universidade;Privada Sem Fins Lucrativos;GO;40;0,945309769;2,47161547;0,037249951;4,350177305;0,01744028;4,812865497;2,582423862;3
528;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;PUC-RIO;Universidade;Privada Sem Fins Lucrativos;RJ;44;0,547715317;2,919456702;0,234076779;4,855488419;0,218207904;4,926378227;3,81056291;4
530;FACULDADE DE MÚSICA DO ESPÍRITO SANTO;FAMES;Faculdade;Pública Estadual;ES;1;1;1,74427537;0;0;0;0;1,74427537;2
532;UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL;UNIJUI;Universidade;Privada Sem Fins Lucrativos;RS;44;0,900151286;2,88656826;0,06505295;4,609126984;0,034795764;4,777777778;3,064431866;4
533;FACULDADES INTEGRADAS DE ITAPETININGA;FII;Faculdade;Privada Sem Fins Lucrativos;SP;7;1;1,455949851;0;0;0;0;1,455949851;2
534;ESCOLA BAHIANA DE MEDICINA E SAÚDE PÚBLICA;EBMSP;Faculdade;Privada Sem Fins Lucrativos;BA;6;0,89165132;3,148562991;0,056169429;4,172794118;0,052179251;4,5;3,27661044;4
535;CENTRO UNIVERSITÁRIO DE MANDAGUARI - UNIMAN;FAFIMAN;Faculdade;Pública Municipal;PR;8;1;2,449121667;0;0;0;0;2,449121667;3
544;FACULDADE DE CIÊNCIAS HUMANAS DE ITABIRA;FACHI;Faculdade;Privada Sem Fins Lucrativos;MG;1;1;2,635479243;0;0;0;0;2,635479243;3
545;FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E CONTÁBEIS DE ITABIRA;FACCI;Faculdade;Privada Sem Fins Lucrativos;MG;5;1;2,246803243;0;0;0;0;2,246803243;3
546;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO;PUCSP;Universidade;Privada Sem Fins Lucrativos;SP;38;0,558043432;2,910830196;0,240607211;4,592684795;0,201349357;4,69140625;3,674014383;4
547;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;UERJ;Universidade;Pública Estadual;RJ;59;0,65177646;3,094490856;0,17084698;4,685217141;0,17737656;4,868553913;3,68093884;4
548;UNIVERSIDADE FEDERAL DO MARANHÃO;UFMA;Universidade;Pública Federal;MA;51;0,874397727;2,841610481;0,081703249;4,256674294;0,043899024;4,692216981;3,038465612;4
549;UNIVERSIDADE FEDERAL DO ACRE;UFAC;Universidade;Pública Federal;AC;36;0,887727273;2,713455771;0,089090909;4,274703557;0,023181818;4,5;2,893964099;3
550;UNIVERSIDADE ESTADUAL DA PARAÍBA;UEPB;Universidade;Pública Estadual;PB;44;0,905644669;2,756541583;0,081922629;4,310098793;0,012432702;4,5;2,905488973;3
554;FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE BOA ESPERANÇA;FAFIBE;Faculdade;Privada Sem Fins Lucrativos;MG;2;1;2,905589821;0;0;0;0;2,905589821;3
555;UNIVERSIDADE DE FORTALEZA;UNIFOR;Universidade;Privada Sem Fins Lucrativos;CE;31;0,919545507;2,729173494;0,051532193;4,366795367;0,0289223;4,697416974;2,870489869;3
568;UNIVERSIDADE ESTADUAL DO MARANHÃO;UEMA;Universidade;Pública Estadual;MA;76;0,949521889;2,224143953;0,045794575;4,25862069;0,004683536;4,5;2,327971004;3
569;UNIVERSIDADE FEDERAL DO PARÁ;UFPA;Universidade;Pública Federal;PA;99;0,678346552;2,656362014;0,186576232;4,42295082;0,135077215;4,792834891;3,274554305;4
570;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;UFRN;Universidade;Pública Federal;RN;90;0,62835373;3,138862039;0,203194869;4,438451087;0,1684514;4,759310987;3,67589876;4
571;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;Universidade;Pública Federal;PR;93;0,508640465;3,123356984;0,257047459;4,713306064;0,234312076;4,889466389;3,945870116;5
572;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;Universidade;Pública Federal;RJ;103;0,696964377;3,052348955;0,167951261;4,425145068;0,135084362;4,773882897;3,515464108;4
573;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;UFES;Universidade;Pública Federal;ES;87;0,693795594;3,003015385;0,198474689;4,436218283;0,107729718;4,779090114;3,478805914;4
574;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;UFRRJ;Universidade;Pública Federal;RJ;55;0,782522344;3,171845138;0,134298009;4,344735277;0,083179647;4,782780411;3,463358976;4
575;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;Universidade;Pública Federal;MG;69;0,433346902;3,357689067;0,234958886;4,822882288;0,331694212;4,942533154;4,227632844;5
576;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;UFJF;Universidade;Pública Federal;MG;64;0,665274405;3,25362799;0,221029626;4,532441016;0,113695969;4,738624339;3,705121654;4
577;UNIVERSIDADE FEDERAL DE ALAGOAS;UFAL;Universidade;Pública Federal;AL;78;0,854426644;2,702021643;0,098819562;4,189411765;0,046753794;4,406045752;2,928674475;3
578;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;Universidade;Pública Federal;BA;68;0,545219048;2,993750446;0,229790476;4,593281779;0,224990476;4,729351032;3,751801115;4
579;UNIVERSIDADE FEDERAL DA PARAÍBA;UFPB;Universidade;Pública Federal;PB;77;0,663851254;2,94112342;0,186797348;4,429432014;0,149351398;4,728395062;3,486067037;4
580;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;Universidade;Pública Federal;PE;74;0,560322268;3,024548552;0,202200655;4,610570394;0,237477077;4,795361876;3,765770779;4
581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;Universidade;Pública Federal;RS;64;0,381894963;3,317951776;0,260657248;4,875081011;0,357447789;4,961505922;4,311313592;5
582;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;Universidade;Pública Federal;RS;83;0,579087237;3,281995874;0,22921834;4,561884439;0,191694423;4,783914209;3,863279175;4
583;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;Universidade;Pública Federal;CE;78;0,553808162;3,216044835;0,218377957;4,624029971;0,227813881;4,821540062;3,889271851;4
584;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;Universidade;Pública Federal;GO;103;0,628847082;2,953620588;0,218170124;4,475834292;0,152982795;4,716666667;3,555437856;4
